amount,card,Description,datetime,transaction type,date,YM,category,category_n,cumulative_sum
217.37,6450,khayrat almntjat llmwa,2022-06-16 21:32:00,card transaction,2022-06-16,2022-06,03 market,market,7629.92
205.27,6450,halalah,2022-06-16 18:56:00,card transaction,2022-06-16,2022-06,05 laundry,laundry,7835.19
100.64,6450,khayrat almntjat llmwa,2022-06-17 12:34:00,card transaction,2022-06-17,2022-06,03 market,market,7935.83
53.74,6450,lemon grass company fo,2022-06-17 21:29:00,card transaction,2022-06-17,2022-06,11 other,other,7989.57
288.09,0228,manarah najd ll,2022-06-18 20:41:00,mada transaction,2022-06-18,2022-06,11 other,other,8277.66
296.36,6450,juice island beverage,2022-06-18 20:06:00,card transaction,2022-06-18,2022-06,02 coffee,coffee,8574.02
138.33,6450,al shafi medical compa,2022-06-19 21:46:00,card transaction,2022-06-19,2022-06,07 pharmacy,pharmacy,8712.35
221.97,6450,zawiat alyasamin,2022-06-19 21:42:00,card transaction,2022-06-19,2022-06,03 market,market,8934.32
193.78,6450,dunkin donuts 10333,2022-06-19 14:38:00,card transaction,2022-06-19,2022-06,02 coffee,coffee,9128.1
163.19,6450,al faterah aldemashqiy,2022-06-19 18:14:00,card transaction,2022-06-19,2022-06,11 other,other,9291.29
26.38,6450,kermez,2022-06-19 19:17:00,card transaction,2022-06-19,2022-06,11 other,other,9317.67
95.09,0228,aldrees 738,2022-06-19 09:27:00,mada transaction,2022-06-19,2022-06,04 petrol,petrol,9412.76
85.73,0228,alzalal restaur,2022-06-20 19:13:00,mada transaction,2022-06-20,2022-06,01 restaurant,restaurant,9498.49
296.99,6450,khayrat almntjat llmwa,2022-06-20 19:35:00,card transaction,2022-06-20,2022-06,03 market,market,9795.48
59.92,6450,khayrat almntjat llmwa,2022-06-22 19:25:00,card transaction,2022-06-22,2022-06,03 market,market,9855.4
118.66,6450,nour al hana restauran,2022-06-22 21:30:00,card transaction,2022-06-22,2022-06,01 restaurant,restaurant,9974.06
247.65,6450,paul le chariot,2022-06-22 14:57:00,card transaction,2022-06-22,2022-06,11 other,other,10221.71
82.29,6450,khayrat almntjat llmwa,2022-06-23 23:51:00,card transaction,2022-06-23,2022-06,03 market,market,10304.0
195.22,6450,amber atur alshawarma,2022-06-23 23:41:00,card transaction,2022-06-23,2022-06,01 restaurant,restaurant,10499.22
58.88,6450,dunkin donuts 10333,2022-06-23 09:40:00,card transaction,2022-06-23,2022-06,02 coffee,coffee,10558.1
149.56,6450,bu kays,2022-06-24 18:55:00,card transaction,2022-06-24,2022-06,01 restaurant,restaurant,10707.66
246.1,6450,zawiat alyasamin,2022-06-25 18:47:00,card transaction,2022-06-25,2022-06,03 market,market,10953.76
108.5,0228,al nafoura al s,2022-06-25 09:50:00,mada transaction,2022-06-25,2022-06,01 restaurant,restaurant,11062.26
63.92,6450,bu kays,2022-06-25 20:18:00,card transaction,2022-06-25,2022-06,01 restaurant,restaurant,11126.18
117.93,6450,dunkin donuts 10333,2022-06-26 14:46:00,card transaction,2022-06-26,2022-06,02 coffee,coffee,11244.11
236.29,6450,nour al hana restauran,2022-06-26 20:44:00,card transaction,2022-06-26,2022-06,01 restaurant,restaurant,11480.4
287.67,6450,sharikat takhfidat ale,2022-06-26 19:15:00,card transaction,2022-06-26,2022-06,11 other,other,11768.07
145.03,6450,halalah,2022-06-27 18:57:00,card transaction,2022-06-27,2022-06,05 laundry,laundry,11913.1
221.88,6450,لدى  saudi railway company,2022-06-27 09:41:00,internet purchase,2022-06-27,2022-06,11 other,other,12134.98
167.83,6450,al-washem co,2022-06-27 13:30:00,card transaction,2022-06-27,2022-06,11 other,other,12302.81
220.54,6450,khayrat almntjat llmwa,2022-06-28 20:00:00,card transaction,2022-06-28,2022-06,03 market,market,12523.35
270.94,6450,moosh cafe,2022-06-28 08:25:00,card transaction,2022-06-28,2022-06,02 coffee,coffee,12794.29
33.22,6450,dunkin donuts 10333,2022-06-28 14:03:00,card transaction,2022-06-28,2022-06,02 coffee,coffee,12827.51
65.04,6450,baraka investment comp,2022-06-28 14:03:00,card transaction,2022-06-28,2022-06,11 other,other,12892.55
30.53,6450,bu kays,2022-06-28 19:41:00,card transaction,2022-06-28,2022-06,01 restaurant,restaurant,12923.08
161.49,6450,halalah,2022-06-29 09:27:00,card transaction,2022-06-29,2022-06,11 other,other,13084.57
36.98,0228,power of the al,2022-06-29 09:26:00,mada transaction,2022-06-29,2022-06,11 other,other,13121.55
216.19,6450,shawermer,2022-06-29 20:43:00,card transaction,2022-06-29,2022-06,01 restaurant,restaurant,13337.74
213.96,0228,saudi hala comp,2022-06-30 20:02:00,mada transaction,2022-06-30,2022-06,04 petrol,petrol,13551.7
297.92,6450,shawermer,2022-06-30 19:54:00,card transaction,2022-06-30,2022-06,01 restaurant,restaurant,13849.62
100.32,6450,wadi al nakhel g,2022-07-01 21:20:00,card transaction,2022-07-01,2022-07,11 other,other,100.32
73.73,6450,al amer market,2022-07-01 21:06:00,card transaction,2022-07-01,2022-07,03 market,market,174.05
110.7,6450,sadas trading est,2022-07-02 11:04:00,card transaction,2022-07-02,2022-07,11 other,other,284.75
79.24,6572 [stcpay],jahez,2022-07-03 21:21:06,stcpay transaction,2022-07-03,2022-07,01 restaurant,restaurant,363.99
171.38,6450,khayrat almntjat llmwa,2022-07-03 21:21:00,card transaction,2022-07-03,2022-07,03 market,market,535.37
154.37,6450,khayrat almntjat llmwa,2022-07-03 14:25:00,card transaction,2022-07-03,2022-07,03 market,market,689.74
292.17,6450,al shafi medical compa,2022-07-03 02:01:00,card transaction,2022-07-03,2022-07,07 pharmacy,pharmacy,981.9100000000001
257.89,6450,albahir7774,2022-07-03 21:16:00,card transaction,2022-07-03,2022-07,11 other,other,1239.8
135.34,6450,لدى  hungerstation,2022-07-04 20:20:00,internet purchase,2022-07-04,2022-07,04 petrol,petrol,1375.14
-16047.2,account,شركة علوم البيانات لتقنية المعلومات,2022-07-04 14:52:00,salary,2022-07-04,2022-07,11 other,other,-14672.060000000001
221.6,6450,broasted key,2022-07-04 15:56:00,card transaction,2022-07-04,2022-07,01 restaurant,restaurant,-14450.460000000001
223.06,6450,sushi art-exit 5,2022-07-05 17:52:00,card transaction,2022-07-05,2022-07,01 restaurant,restaurant,-14227.400000000001
95.11,6450,لدى  netflix.com,2022-07-05 05:18:00,internet purchase,2022-07-05,2022-07,10 bills,bills,-14132.29
162.69,6450,bu kays,2022-07-06 16:50:00,card transaction,2022-07-06,2022-07,01 restaurant,restaurant,-13969.600000000002
201.07,6450,khayrat almntjat llmwa,2022-07-06 13:10:00,card transaction,2022-07-06,2022-07,03 market,market,-13768.53
154.78,6572 [stcpay],jahez,2022-07-06 23:44:56,stcpay transaction,2022-07-06,2022-07,01 restaurant,restaurant,-13613.750000000002
35.39,0228,aldrees 738,2022-07-07 11:26:00,mada transaction,2022-07-07,2022-07,04 petrol,petrol,-13578.36
54.13,6450,petromin express-1228,2022-07-07 19:53:00,card transaction,2022-07-07,2022-07,04 petrol,petrol,-13524.230000000001
274.66,6572 [stcpay],jahez,2022-07-07 20:25:45,stcpay transaction,2022-07-07,2022-07,01 restaurant,restaurant,-13249.570000000002
268.53,0228,al nafoura al s,2022-07-07 11:35:00,mada transaction,2022-07-07,2022-07,01 restaurant,restaurant,-12981.04
237.76,0228,stc pay,2022-07-07 20:17:00,mada transaction,2022-07-07,2022-07,06 stcpay,stcpay,-12743.28
60.05,6450,branch of al grilled a,2022-07-08 00:46:00,card transaction,2022-07-08,2022-07,01 restaurant,restaurant,-12683.230000000001
169.25,6450,branch of al grilled a,2022-07-08 00:46:00,card transaction,2022-07-08,2022-07,01 restaurant,restaurant,-12513.980000000001
210.52,0228,petro sama petr,2022-07-08 07:20:00,mada transaction,2022-07-08,2022-07,04 petrol,petrol,-12303.460000000001
100.57,0228,btro sama,2022-07-08 07:27:00,mada transaction,2022-07-08,2022-07,11 other,other,-12202.890000000001
89.49,0228,nisreen al rash,2022-07-08 15:33:00,mada transaction,2022-07-08,2022-07,11 other,other,-12113.400000000001
143.49,6450,alansar pharmacy 3004,2022-07-08 17:44:00,card transaction,2022-07-08,2022-07,07 pharmacy,pharmacy,-11969.910000000002
142.09,6450,al harbi salon,2022-07-09 19:10:00,card transaction,2022-07-09,2022-07,11 other,other,-11827.820000000002
158.34,6450,mohamed safwat restaur,2022-07-09 10:28:00,card transaction,2022-07-09,2022-07,01 restaurant,restaurant,-11669.480000000001
84.91,6450,br-madina 2-j16,2022-07-10 19:05:00,card transaction,2022-07-10,2022-07,11 other,other,-11584.570000000002
81.74,0228,stc pay,2022-07-10 18:56:00,mada transaction,2022-07-10,2022-07,06 stcpay,stcpay,-11502.830000000002
299.33,0228,fuel energy ser,2022-07-10 17:49:00,mada transaction,2022-07-10,2022-07,04 petrol,petrol,-11203.500000000002
270.58,6450,al nahdi pharmacy 3084,2022-07-10 18:04:00,card transaction,2022-07-10,2022-07,07 pharmacy,pharmacy,-10932.920000000002
172.79,6450,united franchises comp,2022-07-10 00:17:00,card transaction,2022-07-10,2022-07,11 other,other,-10760.130000000001
226.26,6450,bin dawood,2022-07-10 00:06:00,card transaction,2022-07-10,2022-07,03 market,market,-10533.87
191.38,6450,united franchises comp,2022-07-10 00:26:00,card transaction,2022-07-10,2022-07,11 other,other,-10342.490000000002
283.54,0228,bakran taibah r,2022-07-12 20:25:00,mada transaction,2022-07-12,2022-07,11 other,other,-10058.95
250.24,0228,roaa fahd bin f,2022-07-13 20:32:00,mada transaction,2022-07-13,2022-07,11 other,other,-9808.710000000001
128.9,6450,company almakolat almo,2022-07-13 22:16:00,card transaction,2022-07-13,2022-07,11 other,other,-9679.810000000001
90.11,6450,premuim food company l,2022-07-13 22:20:00,card transaction,2022-07-13,2022-07,01 restaurant,restaurant,-9589.7
160.87,6450,company almakolat almo,2022-07-13 22:25:00,card transaction,2022-07-13,2022-07,11 other,other,-9428.830000000002
100.34,0228,nujoom al omran,2022-07-14 19:21:00,mada transaction,2022-07-14,2022-07,11 other,other,-9328.490000000002
209.44,6450,rustic barbecue restau,2022-07-14 23:01:00,card transaction,2022-07-14,2022-07,01 restaurant,restaurant,-9119.050000000001
270.85,0228,running oil sta,2022-07-15 16:34:00,mada transaction,2022-07-15,2022-07,04 petrol,petrol,-8848.2
42.1,0228,shawermer,2022-07-15 23:19:00,mada transaction,2022-07-15,2022-07,01 restaurant,restaurant,-8806.100000000002
144.11,0228,al nafoura al s,2022-07-15 22:52:00,mada transaction,2022-07-15,2022-07,01 restaurant,restaurant,-8661.990000000002
71.96,6450,lemon co,2022-07-15 22:48:00,card transaction,2022-07-15,2022-07,11 other,other,-8590.03
181.23,6450,popeyes,2022-07-16 19:18:00,card transaction,2022-07-16,2022-07,01 restaurant,restaurant,-8408.800000000001
242.68,0228,stc pay,2022-07-16 20:13:00,mada transaction,2022-07-16,2022-07,06 stcpay,stcpay,-8166.120000000002
209.61,6572 [stcpay],jahez,2022-07-16 20:14:21,stcpay transaction,2022-07-16,2022-07,01 restaurant,restaurant,-7956.510000000001
88.17,6450,khayrat almntjat llmwa,2022-07-16 19:34:00,card transaction,2022-07-16,2022-07,03 market,market,-7868.340000000001
152.22,6450,zawiat alyasamin,2022-07-17 21:15:00,card transaction,2022-07-17,2022-07,03 market,market,-7716.120000000002
56.05,6450,alonsor althalth co,2022-07-18 10:11:00,card transaction,2022-07-18,2022-07,11 other,other,-7660.0700000000015
265.5,6450,shamel food co,2022-07-18 14:40:00,card transaction,2022-07-18,2022-07,01 restaurant,restaurant,-7394.5700000000015
183.27,6450,halalah,2022-07-18 20:26:00,card transaction,2022-07-18,2022-07,11 other,other,-7211.300000000001
228.67,0228,aldrees 738,2022-07-18 20:31:00,mada transaction,2022-07-18,2022-07,04 petrol,petrol,-6982.630000000001
257.32,6450,khayrat almntjat llmwa,2022-07-18 21:06:00,card transaction,2022-07-18,2022-07,03 market,market,-6725.310000000001
111.03,6450,chopped market,2022-07-19 18:34:00,card transaction,2022-07-19,2022-07,03 market,market,-6614.280000000002
100.25,6450,spread,2022-07-19 19:26:00,card transaction,2022-07-19,2022-07,01 restaurant,restaurant,-6514.030000000002
253.53,6450,chopped market,2022-07-19 19:32:00,card transaction,2022-07-19,2022-07,03 market,market,-6260.500000000002
105.89,6450,java time,2022-07-20 09:56:00,card transaction,2022-07-20,2022-07,02 coffee,coffee,-6154.6100000000015
175.5,6450,shamel food co,2022-07-20 13:51:00,card transaction,2022-07-20,2022-07,01 restaurant,restaurant,-5979.1100000000015
258.98,6450,لدى  zain,2022-07-20 20:04:00,internet purchase,2022-07-20,2022-07,10 bills,bills,-5720.130000000001
49.77,6450,fatoomah est,2022-07-20 19:54:00,card transaction,2022-07-20,2022-07,11 other,other,-5670.3600000000015
219.63,6450,urth caffe,2022-07-21 23:30:00,card transaction,2022-07-21,2022-07,02 coffee,coffee,-5450.730000000001
72.23,6450,mexika,2022-07-21 21:38:00,card transaction,2022-07-21,2022-07,11 other,other,-5378.500000000002
152.05,6450,alonsor althalth co,2022-07-21 10:05:00,card transaction,2022-07-21,2022-07,11 other,other,-5226.450000000002
115.02,6450,khayrat almntjat llmwa,2022-07-22 11:09:00,card transaction,2022-07-22,2022-07,03 market,market,-5111.430000000001
215.69,6572 [stcpay],jahez,2022-07-22 19:28:03,stcpay transaction,2022-07-22,2022-07,01 restaurant,restaurant,-4895.740000000002
215.94,0228,rabee alsafwa e,2022-07-23 11:04:00,mada transaction,2022-07-23,2022-07,11 other,other,-4679.800000000001
173.29,6450,popeyes,2022-07-23 18:58:00,card transaction,2022-07-23,2022-07,01 restaurant,restaurant,-4506.510000000001
289.04,6450,white mustache,2022-07-23 20:05:00,card transaction,2022-07-23,2022-07,11 other,other,-4217.470000000001
147.55,0228,stc pay,2022-07-23 21:06:00,mada transaction,2022-07-23,2022-07,06 stcpay,stcpay,-4069.9200000000014
59.65,6450,al fanoos,2022-07-23 23:04:00,card transaction,2022-07-23,2022-07,11 other,other,-4010.2700000000013
264.14,6572 [stcpay],redacted!,2022-07-24 00:00:00,stcpay credit,2022-07-24,2022-07,06 stcpay,stcpay,-3746.1300000000015
77.65,6450,mqhy lhn alqhwh ltqdym,2022-07-24 09:33:00,card transaction,2022-07-24,2022-07,11 other,other,-3668.4800000000014
106.92,6450,palm othman bin affan,2022-07-24 22:51:00,card transaction,2022-07-24,2022-07,11 other,other,-3561.5600000000013
148.14,6450,s162-tamimi markets,2022-07-24 18:49:00,card transaction,2022-07-24,2022-07,03 market,market,-3413.4200000000014
103.42,6450,shamel food co,2022-07-24 13:37:00,card transaction,2022-07-24,2022-07,01 restaurant,restaurant,-3310.0000000000014
171.12,6450,halalah,2022-07-24 09:10:00,card transaction,2022-07-24,2022-07,05 laundry,laundry,-3138.8800000000015
257.2,6450,prestige,2022-07-24 00:56:00,card transaction,2022-07-24,2022-07,01 restaurant,restaurant,-2881.680000000001
77.69,6572 [stcpay],redacted!,2022-07-24 00:00:00,stcpay credit,2022-07-24,2022-07,06 stcpay,stcpay,-2803.9900000000016
251.35,6450,hanan ltgarah est,2022-07-25 18:13:00,card transaction,2022-07-25,2022-07,11 other,other,-2552.6400000000012
111.43,6450,s150-tamimi markets,2022-07-25 17:52:00,card transaction,2022-07-25,2022-07,03 market,market,-2441.2100000000014
137.99,6450,century burger,2022-07-26 18:14:00,card transaction,2022-07-26,2022-07,01 restaurant,restaurant,-2303.2200000000016
277.43,6450,dunkin donuts 10333,2022-07-26 13:51:00,card transaction,2022-07-26,2022-07,02 coffee,coffee,-2025.7900000000013
122.59,6450,e d t qerat,2022-07-26 09:26:00,card transaction,2022-07-26,2022-07,11 other,other,-1903.2000000000014
294.06,account,redacted!,2022-07-26 15:23:00,transfer,2022-07-26,2022-07,9 transfer,transfer,-1609.1400000000015
-23429.6,account,salary,2022-07-27 04:55:00,salary,2022-07-27,2022-07,09 salary,salary,-25038.74
56.07,6450,buffalo wild wings ezi,2022-07-27 18:16:00,card transaction,2022-07-27,2022-07,01 restaurant,restaurant,-24982.670000000002
85.97,6450,popeyes,2022-07-28 19:59:00,card transaction,2022-07-28,2022-07,01 restaurant,restaurant,-24896.7
87.75,6450,hanan ltgarah est,2022-07-29 16:00:00,card transaction,2022-07-29,2022-07,11 other,other,-24808.95
85.43,6450,sulalat coffee trading,2022-07-29 21:41:00,card transaction,2022-07-29,2022-07,02 coffee,coffee,-24723.52
25.65,6450,aldrees 738,2022-07-30 09:03:00,card transaction,2022-07-30,2022-07,04 petrol,petrol,-24697.870000000003
66.22,6450,ashjar for drinks comp,2022-07-30 13:56:00,card transaction,2022-07-30,2022-07,02 coffee,coffee,-24631.65
112.44,6450,muasasat ghidha,2022-07-30 18:36:00,card transaction,2022-07-30,2022-07,11 other,other,-24519.210000000003
287.9,6450,azadea company ltd,2022-07-30 00:29:00,card transaction,2022-07-30,2022-07,11 other,other,-24231.31
262.36,6450,s150-tamimi markets,2022-07-31 20:40:00,card transaction,2022-07-31,2022-07,03 market,market,-23968.95
140.36,6450,sport club co,2022-07-31 18:47:00,card transaction,2022-07-31,2022-07,11 other,other,-23828.59
134.91,6450,al-washem co,2022-07-31 13:35:00,card transaction,2022-07-31,2022-07,11 other,other,-23693.68
107.22,6450,hanan ltgarah est,2022-08-01 19:51:00,card transaction,2022-08-01,2022-08,11 other,other,107.22
226.56,6450,alothaim alyasmin 321,2022-08-01 19:42:00,card transaction,2022-08-01,2022-08,03 market,market,333.78
297.99,6450,halalah,2022-08-01 19:50:00,card transaction,2022-08-01,2022-08,05 laundry,laundry,631.77
272.95,6450,shamel food co,2022-08-01 13:39:00,card transaction,2022-08-01,2022-08,01 restaurant,restaurant,904.72
60.84,6450,lulu saudi hypermarket,2022-08-02 20:12:00,card transaction,2022-08-02,2022-08,03 market,market,965.56
145.23,6450,لدى  amazon sa,2022-08-03 09:23:00,internet purchase,2022-08-03,2022-08,11 other,other,1110.79
68.32,0228,stc pay,2022-08-03 12:19:00,mada transaction,2022-08-03,2022-08,06 stcpay,stcpay,1179.11
113.43,6572 [stcpay],amazon sa,2022-08-03 12:23:32,stcpay transaction,2022-08-03,2022-08,11 other,other,1292.54
34.04,6572 [stcpay],popeyes,2022-08-04 16:07:40,stcpay transaction,2022-08-04,2022-08,01 restaurant,restaurant,1326.58
176.98,6572 [stcpay],hanan ltgarah est,2022-08-05 11:19:34,stcpay transaction,2022-08-05,2022-08,11 other,other,1503.56
263.39,6572 [stcpay],matka alyasmeen,2022-08-05 23:27:42,stcpay transaction,2022-08-05,2022-08,11 other,other,1766.9499999999998
171.48,6450,لدى  netflix.com,2022-08-05 08:24:00,internet purchase,2022-08-05,2022-08,10 bills,bills,1938.4299999999998
288.23,6572 [stcpay],danube 134,2022-08-06 16:19:58,stcpay transaction,2022-08-06,2022-08,03 market,market,2226.66
70.37,6572 [stcpay],al-washem co,2022-08-07 13:26:30,stcpay transaction,2022-08-07,2022-08,11 other,other,2297.0299999999997
180.64,6450,لدى  saudi railway company,2022-08-08 07:24:00,internet purchase,2022-08-08,2022-08,11 other,other,2477.67
172.34,6572 [stcpay],shamel food co,2022-08-08 13:00:23,stcpay transaction,2022-08-08,2022-08,01 restaurant,restaurant,2650.0099999999998
137.95,6572 [stcpay],hanan ltgarah est,2022-08-08 18:36:38,stcpay transaction,2022-08-08,2022-08,11 other,other,2787.96
98.16,6572 [stcpay],halalah,2022-08-08 21:31:55,stcpay transaction,2022-08-08,2022-08,05 laundry,laundry,2886.12
224.37,6572 [stcpay],jahez,2022-08-08 21:56:33,stcpay transaction,2022-08-08,2022-08,01 restaurant,restaurant,3110.49
75.54,6572 [stcpay],shamel food co,2022-08-09 15:00:51,stcpay transaction,2022-08-09,2022-08,01 restaurant,restaurant,3186.0299999999997
199.96,6572 [stcpay],lwlwh badr saad abououki,2022-08-09 16:50:26,stcpay transaction,2022-08-09,2022-08,11 other,other,3385.99
253.9,6572 [stcpay],eaysh wamalih restaurant,2022-08-09 21:20:30,stcpay transaction,2022-08-09,2022-08,01 restaurant,restaurant,3639.89
45.05,6450,hajer center,2022-08-10 17:16:00,card transaction,2022-08-10,2022-08,11 other,other,3684.94
22.32,0228,sahel station 5,2022-08-10 16:18:00,mada transaction,2022-08-10,2022-08,04 petrol,petrol,3707.2599999999998
237.3,0228,stc pay,2022-08-11 17:58:00,mada transaction,2022-08-11,2022-08,06 stcpay,stcpay,3944.56
220.32,6572 [stcpay],popeyes,2022-08-12 23:35:56,stcpay transaction,2022-08-12,2022-08,01 restaurant,restaurant,4164.88
202.34,6572 [stcpay],s150-tamimi markets,2022-08-13 15:11:08,stcpay transaction,2022-08-13,2022-08,03 market,market,4367.22
49.59,6572 [stcpay],shamel food co,2022-08-14 13:52:09,stcpay transaction,2022-08-14,2022-08,01 restaurant,restaurant,4416.81
26.3,6572 [stcpay],zawiat alyasamin,2022-08-15 19:51:26,stcpay transaction,2022-08-15,2022-08,03 market,market,4443.11
120.02,6572 [stcpay],halalah,2022-08-15 09:01:43,stcpay transaction,2022-08-15,2022-08,05 laundry,laundry,4563.13
151.86,6572 [stcpay],sahal,2022-08-15 09:24:18,stcpay transaction,2022-08-15,2022-08,04 petrol,petrol,4714.99
151.42,6572 [stcpay],shamel food co,2022-08-15 14:02:05,stcpay transaction,2022-08-15,2022-08,01 restaurant,restaurant,4866.41
92.75,6572 [stcpay],iherb iherb.com qxf4a,2022-08-16 12:56:45,stcpay transaction,2022-08-16,2022-08,11 other,other,4959.16
21.42,6572 [stcpay],shamel food co,2022-08-16 15:22:26,stcpay transaction,2022-08-16,2022-08,01 restaurant,restaurant,4980.58
201.61,6572 [stcpay],alothaim alyasmin 321,2022-08-16 19:27:00,stcpay transaction,2022-08-16,2022-08,03 market,market,5182.19
297.22,0228,wadi alshameyah,2022-08-17 17:42:00,mada transaction,2022-08-17,2022-08,11 other,other,5479.41
189.8,0228,stc pay,2022-08-18 22:27:00,mada transaction,2022-08-18,2022-08,06 stcpay,stcpay,5669.21
139.32,6572 [stcpay],jahez,2022-08-18 23:01:08,stcpay transaction,2022-08-18,2022-08,01 restaurant,restaurant,5808.53
146.07,6450,al-hasawi trading est,2022-08-18 21:40:00,card transaction,2022-08-18,2022-08,11 other,other,5954.6
135.14,6572 [stcpay],popeyes,2022-08-18 14:59:25,stcpay transaction,2022-08-18,2022-08,01 restaurant,restaurant,6089.74
211.37,6572 [stcpay],halalah,2022-08-18 21:53:30,stcpay transaction,2022-08-18,2022-08,05 laundry,laundry,6301.11
175.71,6572 [stcpay],s150-tamimi markets,2022-08-19 20:57:58,stcpay transaction,2022-08-19,2022-08,03 market,market,6476.82
224.55,6572 [stcpay],dofat 89,2022-08-20 20:06:03,stcpay transaction,2022-08-20,2022-08,11 other,other,6701.37
248.58,6572 [stcpay],halalah,2022-08-20 19:34:18,stcpay transaction,2022-08-20,2022-08,05 laundry,laundry,6949.95
92.71,6572 [stcpay],zawiat alyasamin,2022-08-21 18:23:49,stcpay transaction,2022-08-21,2022-08,03 market,market,7042.66
42.25,6572 [stcpay],piccolo roaster,2022-08-21 08:33:15,stcpay transaction,2022-08-21,2022-08,01 restaurant,restaurant,7084.91
294.8,0228,car services la,2022-08-21 20:51:00,mada transaction,2022-08-21,2022-08,11 other,other,7379.71
29.59,6572 [stcpay],al-hasawi trading est,2022-08-21 21:07:34,stcpay transaction,2022-08-21,2022-08,11 other,other,7409.3
144.74,6572 [stcpay],al-washem co,2022-08-21 11:50:44,stcpay transaction,2022-08-21,2022-08,11 other,other,7554.04
168.57,6572 [stcpay],shamel food co,2022-08-22 13:46:55,stcpay transaction,2022-08-22,2022-08,01 restaurant,restaurant,7722.61
137.69,6450,coya,2022-08-23 14:19:00,card transaction,2022-08-23,2022-08,11 other,other,7860.3
45.56,6572 [stcpay],urth caffe,2022-08-23 15:43:04,stcpay transaction,2022-08-23,2022-08,02 coffee,coffee,7905.86
137.54,6572 [stcpay],zawiat alyasamin,2022-08-24 19:05:00,stcpay transaction,2022-08-24,2022-08,03 market,market,8043.4
99.66,6572 [stcpay],shamel food co,2022-08-24 13:38:12,stcpay transaction,2022-08-24,2022-08,01 restaurant,restaurant,8143.06
27.63,6572 [stcpay],home world est,2022-08-26 18:30:30,stcpay transaction,2022-08-26,2022-08,11 other,other,8170.69
298.07,6572 [stcpay],beit ward,2022-08-26 22:52:01,stcpay transaction,2022-08-26,2022-08,11 other,other,8468.76
102.36,6572 [stcpay],aldrees 738,2022-08-27 08:20:38,stcpay transaction,2022-08-27,2022-08,04 petrol,petrol,8571.12
181.19,0228,stc pay,2022-08-27 08:19:00,mada transaction,2022-08-27,2022-08,06 stcpay,stcpay,8752.31
-19449.6,account,salary,2022-08-28 04:41:00,salary,2022-08-28,2022-08,09 salary,salary,-10697.289999999999
82.6,6572 [stcpay],shamel food co,2022-08-28 12:47:02,stcpay transaction,2022-08-28,2022-08,01 restaurant,restaurant,-10614.689999999999
179.89,6572 [stcpay],zawiat alyasamin,2022-08-28 18:53:59,stcpay transaction,2022-08-28,2022-08,03 market,market,-10434.8
144.73,6572 [stcpay],shamel food co,2022-08-29 14:26:53,stcpay transaction,2022-08-29,2022-08,01 restaurant,restaurant,-10290.07
50.76,6572 [stcpay],halalah,2022-08-29 19:27:56,stcpay transaction,2022-08-29,2022-08,05 laundry,laundry,-10239.31
-17304.0,account,شركة فواكه المبتكرة لتقنية المعلوما,2022-08-30 11:01:00,salary,2022-08-30,2022-08,11 other,other,-27543.309999999998
75.21,6572 [stcpay],shamel food co,2022-08-30 12:41:34,stcpay transaction,2022-08-30,2022-08,01 restaurant,restaurant,-27468.1
-17562.4,account,jahez international co for info tec,2022-08-30 14:42:00,salary,2022-08-30,2022-08,01 restaurant,restaurant,-45030.5
57.65,6572 [stcpay],shamel food co,2022-08-31 13:48:04,stcpay transaction,2022-08-31,2022-08,01 restaurant,restaurant,-44972.85
103.21,6572 [stcpay],halalah,2022-08-31 09:03:07,stcpay transaction,2022-08-31,2022-08,11 other,other,-44869.64
-2357.6,account,salary,2022-08-31 09:27:00,salary,2022-08-31,2022-08,09 salary,salary,-47227.24
291.44,6572 [stcpay],business road restaurant,2022-09-01 16:44:38,stcpay transaction,2022-09-01,2022-09,01 restaurant,restaurant,291.44
137.48,6572 [stcpay],nour al hana restaurants,2022-09-01 22:15:45,stcpay transaction,2022-09-01,2022-09,01 restaurant,restaurant,428.91999999999996
24.42,0228,rabea al safwa,2022-09-02 01:56:00,mada transaction,2022-09-02,2022-09,11 other,other,453.34
119.3,0228,rabea al safwa,2022-09-02 01:56:00,mada transaction,2022-09-02,2022-09,11 other,other,572.64
260.83,6572 [stcpay],bateel co ltd,2022-09-02 23:22:14,stcpay transaction,2022-09-02,2022-09,11 other,other,833.47
75.65,6572 [stcpay],halalah,2022-09-02 09:03:56,stcpay transaction,2022-09-02,2022-09,11 other,other,909.12
98.23,0228,stc pay,2022-09-02 22:46:00,mada transaction,2022-09-02,2022-09,06 stcpay,stcpay,1007.35
269.68,6572 [stcpay],jarir bookstore,2022-09-02 22:47:19,stcpay transaction,2022-09-02,2022-09,11 other,other,1277.03
188.02,6572 [stcpay],texas de brazil,2022-09-02 21:32:23,stcpay transaction,2022-09-02,2022-09,01 restaurant,restaurant,1465.05
40.23,6572 [stcpay],zain,2022-09-03 09:10:10,stcpay transaction,2022-09-03,2022-09,10 bills,bills,1505.28
82.74,6572 [stcpay],century burger,2022-09-03 16:03:16,stcpay transaction,2022-09-03,2022-09,01 restaurant,restaurant,1588.02
142.93,6572 [stcpay],halalah,2022-09-03 16:34:06,stcpay transaction,2022-09-03,2022-09,05 laundry,laundry,1730.95
142.42,6572 [stcpay],halalah,2022-09-04 22:05:03,stcpay transaction,2022-09-04,2022-09,05 laundry,laundry,1873.37
