amount,card,Description,datetime,transaction type,date,YM,category,category_n,cumulative_sum
133.67,5109,innovative optics co,2023-02-21 20:48:00,card transaction,2023-02-21,2023-02,11 other,other,866.9599999999999
224.07,5109,afdhal jawdah juices,2023-02-21 20:21:00,card transaction,2023-02-21,2023-02,01 restaurant,restaurant,1091.03
69.01,5109,jarir bookstore,2023-02-21 21:43:00,card transaction,2023-02-21,2023-02,11 other,other,1160.04
157.76,5109,naft,2023-02-22 17:41:00,card transaction,2023-02-22,2023-02,04 petrol,petrol,1317.8
213.42,5109,fawal tarwiqat alafrah,2023-02-22 08:18:00,card transaction,2023-02-22,2023-02,01 restaurant,restaurant,1531.22
139.28,0228,station busines,2023-02-22 13:21:00,mada transaction,2023-02-22,2023-02,04 petrol,petrol,1670.5
277.4,0228,petroly co,2023-02-22 10:02:00,mada transaction,2023-02-22,2023-02,04 petrol,petrol,1947.8999999999999
226.81,6572 [stcpay],national parking compa,2023-02-23 11:51:30,stcpay transaction,2023-02-23,2023-02,11 other,other,2174.71
67.44,6572 [stcpay],national parking compa,2023-02-23 13:22:56,stcpay transaction,2023-02-23,2023-02,11 other,other,2242.15
138.77,5109,shormeh,2023-02-23 23:30:00,card transaction,2023-02-23,2023-02,11 other,other,2380.92
97.32,0228,wardah hlb,2023-02-24 17:07:00,mada transaction,2023-02-24,2023-02,11 other,other,2478.24
94.58,0228,nasirah saleh b,2023-02-25 10:04:00,mada transaction,2023-02-25,2023-02,11 other,other,2572.8199999999997
82.59,5109,abdullah jar allah,2023-02-25 14:20:00,card transaction,2023-02-25,2023-02,11 other,other,2655.41
227.24,5109,nasserah saleh saeed a,2023-02-25 10:10:00,card transaction,2023-02-25,2023-02,11 other,other,2882.65
216.07,0228,maghsaluh khidm,2023-02-25 15:07:00,mada transaction,2023-02-25,2023-02,11 other,other,3098.72
174.25,5109,nova water,2023-02-25 16:40:00,internet purchase,2023-02-25,2023-02,01 restaurant,restaurant,3272.97
188.75,5109,petromin express-1228,2023-02-25 14:58:00,card transaction,2023-02-25,2023-02,04 petrol,petrol,3461.72
230.92,0228,fawal othman,2023-02-26 07:44:00,mada transaction,2023-02-26,2023-02,01 restaurant,restaurant,3692.64
185.75,5109,thmarat altghthiya for,2023-02-26 14:03:00,card transaction,2023-02-26,2023-02,03 market,market,3878.39
202.7,5109,sport club co,2023-02-26 18:48:00,card transaction,2023-02-26,2023-02,11 other,other,4081.0899999999997
262.75,0228,sarah muhammad,2023-02-27 07:18:00,mada transaction,2023-02-27,2023-02,03 market,market,4343.84
266.29,0228,abyan capital,2023-02-27 20:40:00,mada transaction,2023-02-27,2023-02,08 investment,investment,4610.13
84.86,0228,nawaf fahad moh,2023-02-27 18:44:00,mada transaction,2023-02-27,2023-02,11 other,other,4694.99
257.01,5109,nour al hana restauran,2023-02-27 14:37:00,card transaction,2023-02-27,2023-02,01 restaurant,restaurant,4952.0
101.66,[SNB account],إلى: علي الناصر مصرف arab national bank,2023-02-28 07:28:00,immediate transfer,2023-02-28,2023-02,08 investment,investment,5053.66
114.27,6572 [stcpay],redacted!,2023-02-28 00:00:00,stcpay credit,2023-02-28,2023-02,06 stcpay,stcpay,5167.93
58.17,5109,frog fad meals company,2023-02-28 14:00:00,card transaction,2023-02-28,2023-02,11 other,other,5226.1
147.98,6572 [stcpay],redacted!,2023-02-28 00:00:00,stcpay credit,2023-02-28,2023-02,06 stcpay,stcpay,5374.08
132.62,6572 [stcpay],redacted!,2023-02-28 00:00:00,stcpay credit,2023-02-28,2023-02,06 stcpay,stcpay,5506.7
187.77,5109,frog fad meals company,2023-02-28 14:36:00,card transaction,2023-02-28,2023-02,11 other,other,5694.47
167.49,5109,al-hasawi trading est,2023-02-28 19:25:00,card transaction,2023-02-28,2023-02,11 other,other,5861.96
253.13,6572 [stcpay],redacted!,2023-02-28 00:00:00,stcpay credit,2023-02-28,2023-02,06 stcpay,stcpay,6115.09
118.62,6572 [stcpay],redacted!,2023-02-28 00:00:00,stcpay credit,2023-02-28,2023-02,06 stcpay,stcpay,6233.71
138.46,6572 [stcpay],redacted!,2023-02-28 00:00:00,stcpay credit,2023-02-28,2023-02,06 stcpay,stcpay,6372.17
-20957.600000000002,account,salary,2023-03-01 09:27:00,salary,2023-03-01,2023-03,09 salary,salary,-20957.600000000002
284.18,5109,maeda zad al sultan,2023-03-01 14:45:00,card transaction,2023-03-01,2023-03,01 restaurant,restaurant,-20673.420000000002
115.03,5109,saudi hala company,2023-03-02 16:00:00,card transaction,2023-03-02,2023-03,04 petrol,petrol,-20558.390000000003
293.72,6572 [stcpay],redacted!,2023-03-02 00:00:00,stcpay credit,2023-03-02,2023-03,06 stcpay,stcpay,-20264.670000000002
165.12,5109,cake and cheese compan,2023-03-02 08:14:00,card transaction,2023-03-02,2023-03,01 restaurant,restaurant,-20099.550000000003
88.65,5109,salon qamar alahsa,2023-03-03 10:43:00,card transaction,2023-03-03,2023-03,11 other,other,-20010.9
208.52,5109,jarir bookstore,2023-03-03 17:10:00,card transaction,2023-03-03,2023-03,11 other,other,-19802.38
274.7,5109,najmat alkhairat super,2023-03-03 13:42:00,card transaction,2023-03-03,2023-03,11 other,other,-19527.68
73.84,5109,dose caffe,2023-03-03 19:05:00,card transaction,2023-03-03,2023-03,02 coffee,coffee,-19453.840000000004
38.58,5109,experiencealula.com,2023-03-04 17:30:00,internet purchase,2023-03-04,2023-03,11 other,other,-19415.260000000002
223.11,5109,trekksoft ag,2023-03-04 14:40:00,internet purchase,2023-03-04,2023-03,11 other,other,-19192.15
286.3,0228,alahmed tires,2023-03-04 15:53:00,mada transaction,2023-03-04,2023-03,11 other,other,-18905.850000000002
126.46,0228,juice up,2023-03-04 16:06:00,mada transaction,2023-03-04,2023-03,01 restaurant,restaurant,-18779.390000000003
168.12,5109,al drees 728,2023-03-05 07:41:00,card transaction,2023-03-05,2023-03,04 petrol,petrol,-18611.27
33.28,5109,shawarmer alsahafah 36,2023-03-05 19:36:00,card transaction,2023-03-05,2023-03,01 restaurant,restaurant,-18577.99
90.17,5109,netflix.com,2023-03-05 07:58:00,internet purchase,2023-03-05,2023-03,10 bills,bills,-18487.820000000003
298.81,5109,dywanyt elrabia ltqdym,2023-03-05 07:40:00,card transaction,2023-03-05,2023-03,11 other,other,-18189.010000000002
90.76,0228,mtam alfwatm lt,2023-03-05 06:22:00,mada transaction,2023-03-05,2023-03,01 restaurant,restaurant,-18098.250000000004
292.91,0228,mtam alfwatm lt,2023-03-05 06:20:00,mada transaction,2023-03-05,2023-03,01 restaurant,restaurant,-17805.340000000004
23.55,5109,zain,2023-03-05 20:01:00,internet purchase,2023-03-05,2023-03,10 bills,bills,-17781.79
72.24,0228,mtam alfwatm lt,2023-03-05 06:29:00,mada transaction,2023-03-05,2023-03,01 restaurant,restaurant,-17709.550000000003
62.02,5109,zawiat alyasamin,2023-03-07 19:19:00,card transaction,2023-03-07,2023-03,03 market,market,-17647.530000000002
136.77,account,redacted!,2023-03-07 15:19:00,transfer,2023-03-07,2023-03,9 transfer,transfer,-17510.760000000002
265.24,5109,thmarat altghthiya for,2023-03-07 08:43:00,card transaction,2023-03-07,2023-03,03 market,market,-17245.52
76.8,0228,altamyz,2023-03-08 18:54:00,mada transaction,2023-03-08,2023-03,11 other,other,-17168.72
259.19,5109,aram,2023-03-09 20:17:00,card transaction,2023-03-09,2023-03,11 other,other,-16909.530000000002
68.9,5109,mahal shaborat alshmoa,2023-03-09 10:57:00,card transaction,2023-03-09,2023-03,11 other,other,-16840.63
60.81,5109,y platiunum hotel,2023-03-09 00:01:00,card transaction,2023-03-09,2023-03,11 other,other,-16779.820000000003
295.89,5109,balsam alula trading e,2023-03-10 19:23:00,card transaction,2023-03-10,2023-03,11 other,other,-16483.93
76.91,5109,sasco,2023-03-11 15:49:00,card transaction,2023-03-11,2023-03,04 petrol,petrol,-16407.02
227.69,5109,jahez,2023-03-11 19:39:00,card transaction,2023-03-11,2023-03,01 restaurant,restaurant,-16179.330000000002
221.28,5109,sbib abdulla alblwi co,2023-03-11 13:34:00,card transaction,2023-03-11,2023-03,11 other,other,-15958.050000000003
196.84,5109,manarah najd lltjart e,2023-03-12 20:51:00,card transaction,2023-03-12,2023-03,11 other,other,-15761.210000000003
68.64,6572 [stcpay],saudi telecom company,2023-03-13 17:51:18,stcpay transaction,2023-03-13,2023-03,10 bills,bills,-15692.570000000002
60.93,5109,dunkin donuts 10333,2023-03-13 14:40:00,card transaction,2023-03-13,2023-03,02 coffee,coffee,-15631.640000000001
73.61,5109,zawiat alyasamin,2023-03-13 20:24:00,card transaction,2023-03-13,2023-03,03 market,market,-15558.030000000002
23.82,0228,muhammad bin ba,2023-03-13 08:13:00,mada transaction,2023-03-13,2023-03,03 market,market,-15534.210000000003
86.31,5109,shamel food co,2023-03-13 14:22:00,card transaction,2023-03-13,2023-03,01 restaurant,restaurant,-15447.900000000001
39.35,5109,basma almstqbl,2023-03-14 13:45:00,card transaction,2023-03-14,2023-03,11 other,other,-15408.550000000001
26.64,5109,zawiat alyasamin,2023-03-14 19:35:00,card transaction,2023-03-14,2023-03,03 market,market,-15381.910000000002
276.09,0228,the dawn of the,2023-03-15 20:31:00,mada transaction,2023-03-15,2023-03,11 other,other,-15105.820000000002
277.46,5109,al-hasawi trading est,2023-03-15 17:17:00,card transaction,2023-03-15,2023-03,11 other,other,-14828.360000000002
135.42,0228,sarah muhammad,2023-03-15 21:46:00,mada transaction,2023-03-15,2023-03,03 market,market,-14692.940000000002
69.48,0228,petro tamani fo,2023-03-16 17:46:00,mada transaction,2023-03-16,2023-03,04 petrol,petrol,-14623.460000000003
298.14,0228,durat al nuzha,2023-03-17 19:42:00,mada transaction,2023-03-17,2023-03,11 other,other,-14325.320000000002
181.22,5109,jawharat alnuzha marke,2023-03-17 19:02:00,card transaction,2023-03-17,2023-03,03 market,market,-14144.100000000002
270.96,5109,al drees 728,2023-03-18 17:52:00,card transaction,2023-03-18,2023-03,04 petrol,petrol,-13873.140000000003
75.4,6572 [stcpay],redacted!,2023-03-18 00:00:00,stcpay credit,2023-03-18,2023-03,06 stcpay,stcpay,-13797.740000000002
120.63,5109,dywanyt elrabia ltqdym,2023-03-18 17:50:00,card transaction,2023-03-18,2023-03,11 other,other,-13677.110000000002
126.11,5109,salon qamar alahsa,2023-03-18 10:33:00,card transaction,2023-03-18,2023-03,11 other,other,-13551.000000000002
86.59,6572 [stcpay],redacted!,2023-03-19 00:00:00,stcpay credit,2023-03-19,2023-03,06 stcpay,stcpay,-13464.410000000002
193.35,5109,bu kays,2023-03-19 14:31:00,card transaction,2023-03-19,2023-03,01 restaurant,restaurant,-13271.060000000001
53.63,0228,sarah muhammad,2023-03-19 14:49:00,mada transaction,2023-03-19,2023-03,03 market,market,-13217.430000000002
184.03,5109,al hatab bakery,2023-03-21 08:17:00,card transaction,2023-03-21,2023-03,01 restaurant,restaurant,-13033.400000000001
92.62,5109,jahez,2023-03-21 21:09:00,card transaction,2023-03-21,2023-03,01 restaurant,restaurant,-12940.780000000002
59.49,5109,popeyes,2023-03-22 16:59:00,card transaction,2023-03-22,2023-03,01 restaurant,restaurant,-12881.290000000003
227.01,5109,bakery portal,2023-03-22 08:08:00,card transaction,2023-03-22,2023-03,01 restaurant,restaurant,-12654.280000000002
270.12,5109,al saif home,2023-03-23 15:53:00,card transaction,2023-03-23,2023-03,11 other,other,-12384.160000000002
292.9,5109,saudi electricity comp,2023-03-23 21:42:00,internet purchase,2023-03-23,2023-03,10 bills,bills,-12091.260000000002
288.99,5109,ashjar for drinks comp,2023-03-23 21:51:00,card transaction,2023-03-23,2023-03,02 coffee,coffee,-11802.270000000002
24.75,5109,zawiat alyasamin,2023-03-23 15:37:00,card transaction,2023-03-23,2023-03,03 market,market,-11777.520000000002
199.43,5109,al-hasawi trading est,2023-03-23 20:29:00,card transaction,2023-03-23,2023-03,11 other,other,-11578.090000000002
36.17,5109,al shafi medical compa,2023-03-23 18:50:00,card transaction,2023-03-23,2023-03,07 pharmacy,pharmacy,-11541.920000000002
193.88,5109,zawiat alyasamin,2023-03-25 21:48:00,card transaction,2023-03-25,2023-03,03 market,market,-11348.040000000003
57.99,5109,zawiat alyasamin,2023-03-25 17:14:00,card transaction,2023-03-25,2023-03,03 market,market,-11290.050000000003
156.39,0228,mughasil althaw,2023-03-26 23:03:00,mada transaction,2023-03-26,2023-03,11 other,other,-11133.660000000002
175.79,0228,abyan capital,2023-03-27 05:54:00,mada transaction,2023-03-27,2023-03,08 investment,investment,-10957.870000000003
-14907.2,account,salary,2023-03-27 06:25:00,salary,2023-03-27,2023-03,09 salary,salary,-25865.070000000003
147.74,5109,al hadaya mall - al ya,2023-03-27 15:45:00,card transaction,2023-03-27,2023-03,11 other,other,-25717.33
102.32,5109,kunafa taste est,2023-03-28 20:17:00,card transaction,2023-03-28,2023-03,11 other,other,-25615.010000000002
263.19,5109,dar almoonon co,2023-03-28 22:39:00,card transaction,2023-03-28,2023-03,11 other,other,-25351.820000000003
223.56,5109,zawiat alyasamin,2023-03-28 17:02:00,card transaction,2023-03-28,2023-03,03 market,market,-25128.260000000002
219.74,0228,petroly co,2023-03-28 00:29:00,mada transaction,2023-03-28,2023-03,04 petrol,petrol,-24908.520000000004
212.34,5109,maeda zad al sultan,2023-03-28 00:45:00,card transaction,2023-03-28,2023-03,01 restaurant,restaurant,-24696.180000000004
24.05,0228,samar public se,2023-03-28 22:43:00,mada transaction,2023-03-28,2023-03,11 other,other,-24672.130000000005
162.79,5109,zawiat alyasamin,2023-03-28 17:01:00,card transaction,2023-03-28,2023-03,03 market,market,-24509.340000000004
44.21,5109,eight dimensions cafe,2023-03-29 21:45:00,card transaction,2023-03-29,2023-03,02 coffee,coffee,-24465.130000000005
23.54,5109,mood locuc,2023-03-30 22:06:00,card transaction,2023-03-30,2023-03,11 other,other,-24441.590000000004
247.19,[SNB account],redacted!,2023-03-31 18:41:00,transfer,2023-03-31,2023-03,9 transfer,transfer,-24194.400000000005
